CMDLINE C:\Users\Adriaan\AppData\Local\Microsoft\WindowsApps\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\python.exe word_filter.py
MEM 280.394531 1688408221.9044
MEM 280.394531 1688408222.0048
MEM 280.394531 1688408222.1054
MEM 280.394531 1688408222.2059
MEM 280.394531 1688408222.3064
MEM 280.394531 1688408222.4070
MEM 280.394531 1688408222.5091
MEM 280.394531 1688408222.6096
MEM 280.394531 1688408222.7101
MEM 280.394531 1688408222.8106
MEM 280.394531 1688408222.9112
MEM 280.394531 1688408223.0117
MEM 280.394531 1688408223.1124
MEM 280.394531 1688408223.2129
MEM 280.394531 1688408223.3134
MEM 280.394531 1688408223.4140
MEM 280.394531 1688408223.5146
MEM 280.394531 1688408223.6152
MEM 280.394531 1688408223.7157
MEM 280.394531 1688408223.8163
MEM 280.394531 1688408223.9168
MEM 280.394531 1688408224.0173
MEM 280.394531 1688408224.1179
MEM 280.394531 1688408224.2185
MEM 280.394531 1688408224.3191
MEM 280.394531 1688408224.4196
MEM 280.394531 1688408224.5202
MEM 280.394531 1688408224.6207
MEM 280.394531 1688408224.7213
MEM 280.394531 1688408224.8219
MEM 280.394531 1688408224.9224
MEM 280.394531 1688408225.0230
MEM 280.394531 1688408225.1236
MEM 280.394531 1688408225.2241
MEM 280.394531 1688408225.3246
MEM 280.394531 1688408225.4252
MEM 280.394531 1688408225.5257
MEM 280.394531 1688408225.6263
MEM 280.394531 1688408225.7268
MEM 280.394531 1688408225.8279
MEM 280.394531 1688408225.9279
MEM 280.394531 1688408226.0285
MEM 280.394531 1688408226.1290
MEM 280.394531 1688408226.2296
MEM 280.394531 1688408226.3302
MEM 280.394531 1688408226.4308
MEM 280.394531 1688408226.5313
MEM 280.394531 1688408226.6319
MEM 280.394531 1688408226.7325
MEM 280.398438 1688408226.8330
MEM 280.398438 1688408226.9336
MEM 280.398438 1688408227.0341
MEM 280.398438 1688408227.1347
MEM 280.398438 1688408227.2352
MEM 280.398438 1688408227.3358
MEM 280.398438 1688408227.4363
MEM 280.398438 1688408227.5369
MEM 280.398438 1688408227.6375
MEM 280.398438 1688408227.7380
MEM 280.398438 1688408227.8385
MEM 280.398438 1688408227.9391
MEM 280.398438 1688408228.0396
MEM 280.398438 1688408228.1403
MEM 280.398438 1688408228.2407
MEM 280.398438 1688408228.3413
MEM 280.398438 1688408228.4419
MEM 280.398438 1688408228.5424
MEM 280.398438 1688408228.6429
MEM 280.398438 1688408228.7435
MEM 280.398438 1688408228.8440
MEM 280.398438 1688408228.9445
MEM 280.398438 1688408229.0450
MEM 280.398438 1688408229.1454
MEM 280.398438 1688408229.2460
MEM 280.398438 1688408229.3475
MEM 280.398438 1688408229.4479
MEM 280.398438 1688408229.5485
MEM 280.398438 1688408229.6490
MEM 280.398438 1688408229.7496
MEM 280.398438 1688408229.8502
MEM 280.398438 1688408229.9508
MEM 280.398438 1688408230.0513
MEM 280.398438 1688408230.1518
MEM 280.398438 1688408230.2525
MEM 280.398438 1688408230.3531
MEM 280.398438 1688408230.4536
MEM 280.398438 1688408230.5544
MEM 280.398438 1688408230.6550
MEM 280.398438 1688408230.7556
MEM 280.398438 1688408230.8563
MEM 280.398438 1688408230.9569
MEM 280.398438 1688408231.0576
MEM 280.398438 1688408231.1583
MEM 280.398438 1688408231.2590
MEM 280.398438 1688408231.3596
MEM 280.398438 1688408231.4602
MEM 280.398438 1688408231.5608
MEM 280.398438 1688408231.6614
MEM 280.398438 1688408231.7619
MEM 280.398438 1688408231.8624
MEM 280.398438 1688408231.9630
MEM 280.398438 1688408232.0636
MEM 280.398438 1688408232.1643
MEM 280.398438 1688408232.2650
MEM 280.398438 1688408232.3655
MEM 280.398438 1688408232.4662
MEM 280.398438 1688408232.5668
MEM 280.402344 1688408232.6674
MEM 280.402344 1688408232.7680
MEM 280.402344 1688408232.8686
MEM 280.402344 1688408232.9692
MEM 280.402344 1688408233.0699
MEM 280.402344 1688408233.1707
MEM 280.402344 1688408233.2710
MEM 280.402344 1688408233.3714
MEM 280.402344 1688408233.4721
MEM 280.402344 1688408233.5724
MEM 280.402344 1688408233.6731
MEM 280.402344 1688408233.7737
MEM 280.402344 1688408233.8744
MEM 280.402344 1688408233.9749
MEM 280.402344 1688408234.0755
MEM 280.402344 1688408234.1761
MEM 280.402344 1688408234.2769
MEM 280.402344 1688408234.3775
MEM 280.402344 1688408234.4781
MEM 280.402344 1688408234.5784
MEM 280.402344 1688408234.6788
MEM 280.402344 1688408234.7794
MEM 280.402344 1688408234.8800
MEM 280.402344 1688408234.9806
MEM 280.402344 1688408235.0813
MEM 280.402344 1688408235.1819
MEM 280.402344 1688408235.2825
MEM 280.402344 1688408235.3831
MEM 280.402344 1688408235.4837
MEM 280.402344 1688408235.5843
MEM 280.402344 1688408235.6851
MEM 280.402344 1688408235.7856
MEM 280.402344 1688408235.8863
MEM 280.402344 1688408235.9868
MEM 280.402344 1688408236.0875
MEM 280.402344 1688408236.1880
MEM 280.402344 1688408236.2886
MEM 280.402344 1688408236.3892
MEM 280.402344 1688408236.4899
MEM 280.402344 1688408236.5904
MEM 280.402344 1688408236.6909
MEM 280.402344 1688408236.7916
MEM 280.402344 1688408236.8922
MEM 280.402344 1688408236.9925
MEM 280.402344 1688408237.0928
MEM 280.402344 1688408237.1936
MEM 280.402344 1688408237.2943
MEM 280.402344 1688408237.3949
MEM 280.402344 1688408237.4954
MEM 280.402344 1688408237.5961
MEM 280.402344 1688408237.6968
MEM 280.402344 1688408237.7971
MEM 280.402344 1688408237.8973
MEM 280.402344 1688408237.9976
MEM 280.402344 1688408238.0983
MEM 280.402344 1688408238.1989
MEM 280.402344 1688408238.2997
MEM 280.402344 1688408238.4004
MEM 280.402344 1688408238.5007
MEM 280.402344 1688408238.6015
MEM 280.402344 1688408238.7021
MEM 280.402344 1688408238.8028
MEM 280.406250 1688408238.9034
MEM 280.406250 1688408239.0039
MEM 280.406250 1688408239.1046
MEM 280.406250 1688408239.2053
MEM 280.406250 1688408239.3059
MEM 280.406250 1688408239.4064
MEM 280.406250 1688408239.5070
MEM 280.406250 1688408239.6076
MEM 280.406250 1688408239.7081
MEM 280.406250 1688408239.8087
MEM 280.406250 1688408239.9094
MEM 280.406250 1688408240.0097
MEM 280.406250 1688408240.1102
MEM 280.406250 1688408240.2109
MEM 280.406250 1688408240.3115
MEM 280.406250 1688408240.4121
MEM 280.406250 1688408240.5127
MEM 280.406250 1688408240.6134
MEM 280.406250 1688408240.7141
MEM 280.406250 1688408240.8144
MEM 280.406250 1688408240.9151
MEM 280.406250 1688408241.0156
MEM 280.406250 1688408241.1164
MEM 280.406250 1688408241.2171
MEM 280.406250 1688408241.3173
MEM 280.406250 1688408241.4180
MEM 280.406250 1688408241.5186
MEM 280.406250 1688408241.6192
MEM 280.406250 1688408241.7198
MEM 280.406250 1688408241.8204
MEM 280.406250 1688408241.9209
MEM 280.406250 1688408242.0215
MEM 280.406250 1688408242.1221
MEM 280.406250 1688408242.2227
MEM 280.406250 1688408242.3234
MEM 280.406250 1688408242.4240
MEM 280.406250 1688408242.5245
MEM 280.406250 1688408242.6251
MEM 280.406250 1688408242.7258
MEM 280.406250 1688408242.8262
MEM 280.406250 1688408242.9268
MEM 280.406250 1688408243.0274
MEM 280.406250 1688408243.1279
MEM 280.406250 1688408243.2285
MEM 280.406250 1688408243.3291
MEM 280.406250 1688408243.4296
MEM 280.406250 1688408243.5302
MEM 280.406250 1688408243.6309
MEM 280.406250 1688408243.7315
MEM 280.406250 1688408243.8320
MEM 280.406250 1688408243.9331
MEM 280.406250 1688408244.0336
MEM 280.406250 1688408244.1343
MEM 280.406250 1688408244.2350
MEM 280.406250 1688408244.3356
MEM 280.410156 1688408244.4362
MEM 280.410156 1688408244.5367
MEM 280.410156 1688408244.6373
MEM 280.410156 1688408244.7379
MEM 280.410156 1688408244.8384
MEM 280.410156 1688408244.9390
MEM 280.410156 1688408245.0396
MEM 280.410156 1688408245.1401
MEM 280.410156 1688408245.2407
MEM 280.410156 1688408245.3413
MEM 280.410156 1688408245.4419
MEM 280.410156 1688408245.5424
MEM 280.410156 1688408245.6431
MEM 280.410156 1688408245.7436
MEM 280.410156 1688408245.8444
MEM 280.410156 1688408245.9449
MEM 280.410156 1688408246.0454
MEM 280.410156 1688408246.1460
MEM 280.410156 1688408246.2466
MEM 280.410156 1688408246.3472
MEM 280.410156 1688408246.4478
MEM 280.410156 1688408246.5485
MEM 280.410156 1688408246.6492
MEM 280.410156 1688408246.7497
MEM 280.410156 1688408246.8503
MEM 280.410156 1688408246.9508
MEM 280.410156 1688408247.0514
MEM 280.410156 1688408247.1519
MEM 280.410156 1688408247.2525
MEM 280.410156 1688408247.3531
MEM 280.410156 1688408247.4537
MEM 280.410156 1688408247.5543
MEM 280.410156 1688408247.6549
MEM 280.410156 1688408247.7555
MEM 280.410156 1688408247.8561
MEM 280.410156 1688408247.9566
MEM 280.410156 1688408248.0572
MEM 280.410156 1688408248.1576
MEM 280.410156 1688408248.2579
MEM 280.410156 1688408248.3584
MEM 280.410156 1688408248.4590
MEM 280.410156 1688408248.5595
MEM 280.410156 1688408248.6600
MEM 280.410156 1688408248.7606
MEM 280.410156 1688408248.8612
MEM 280.410156 1688408248.9619
MEM 280.410156 1688408249.0624
MEM 280.410156 1688408249.1631
MEM 280.410156 1688408249.2636
MEM 280.410156 1688408249.3641
MEM 280.410156 1688408249.4647
MEM 280.410156 1688408249.5653
MEM 280.410156 1688408249.6659
MEM 280.410156 1688408249.7664
MEM 280.410156 1688408249.8670
MEM 280.410156 1688408249.9675
MEM 280.410156 1688408250.0681
MEM 280.410156 1688408250.1687
MEM 280.410156 1688408250.2693
MEM 280.410156 1688408250.3699
MEM 280.410156 1688408250.4705
MEM 280.414062 1688408250.5711
MEM 280.414062 1688408250.6717
MEM 280.414062 1688408250.7723
MEM 280.414062 1688408250.8729
MEM 280.414062 1688408250.9735
MEM 280.414062 1688408251.0740
MEM 280.414062 1688408251.1746
MEM 280.414062 1688408251.2751
MEM 280.414062 1688408251.3757
MEM 280.414062 1688408251.4767
MEM 280.414062 1688408251.5773
MEM 280.414062 1688408251.6779
MEM 280.414062 1688408251.7785
MEM 280.414062 1688408251.8791
MEM 280.414062 1688408251.9796
MEM 280.414062 1688408252.0802
MEM 280.414062 1688408252.1808
MEM 280.414062 1688408252.2814
MEM 280.414062 1688408252.3819
MEM 280.414062 1688408252.4826
MEM 280.414062 1688408252.5831
MEM 280.414062 1688408252.6837
MEM 280.414062 1688408252.7840
MEM 280.414062 1688408252.8847
MEM 280.414062 1688408252.9854
MEM 280.414062 1688408253.0859
MEM 280.414062 1688408253.1865
MEM 280.476562 1688408253.2871
MEM 280.476562 1688408253.3877
MEM 280.476562 1688408253.4882
MEM 280.476562 1688408253.5887
MEM 280.476562 1688408253.6893
MEM 280.476562 1688408253.7899
MEM 280.476562 1688408253.8904
MEM 280.476562 1688408253.9910
MEM 280.476562 1688408254.0915
MEM 280.476562 1688408254.1921
MEM 280.476562 1688408254.2926
MEM 280.476562 1688408254.3932
MEM 280.476562 1688408254.4937
MEM 280.476562 1688408254.5946
MEM 280.476562 1688408254.6952
MEM 280.476562 1688408254.7957
MEM 280.476562 1688408254.8963
MEM 280.476562 1688408254.9969
MEM 280.476562 1688408255.0974
MEM 280.476562 1688408255.1980
MEM 280.476562 1688408255.2986
MEM 280.476562 1688408255.3992
MEM 280.476562 1688408255.4997
MEM 280.476562 1688408255.6003
MEM 280.476562 1688408255.7008
MEM 280.476562 1688408255.8014
MEM 280.476562 1688408255.9020
MEM 280.476562 1688408256.0026
MEM 280.480469 1688408256.1031
MEM 280.480469 1688408256.2036
MEM 280.480469 1688408256.3042
MEM 280.480469 1688408256.4048
MEM 280.480469 1688408256.5054
MEM 280.480469 1688408256.6059
MEM 280.480469 1688408256.7066
MEM 280.480469 1688408256.8071
MEM 280.480469 1688408256.9077
MEM 280.480469 1688408257.0083
MEM 280.480469 1688408257.1089
MEM 280.480469 1688408257.2094
MEM 280.480469 1688408257.3100
MEM 280.480469 1688408257.4105
MEM 280.480469 1688408257.5111
MEM 280.480469 1688408257.6117
MEM 280.480469 1688408257.7123
MEM 280.480469 1688408257.8129
MEM 280.480469 1688408257.9135
MEM 280.480469 1688408258.0140
MEM 280.480469 1688408258.1146
MEM 280.480469 1688408258.2152
MEM 280.480469 1688408258.3158
MEM 280.480469 1688408258.4163
MEM 280.480469 1688408258.5170
MEM 280.480469 1688408258.6175
MEM 280.480469 1688408258.7181
MEM 280.480469 1688408258.8186
MEM 280.480469 1688408258.9192
MEM 280.480469 1688408259.0197
MEM 280.480469 1688408259.1203
MEM 280.480469 1688408259.2209
MEM 280.480469 1688408259.3215
MEM 280.480469 1688408259.4221
MEM 280.480469 1688408259.5227
MEM 280.480469 1688408259.6233
MEM 280.480469 1688408259.7239
MEM 280.480469 1688408259.8245
MEM 280.480469 1688408259.9251
MEM 280.480469 1688408260.0257
MEM 280.480469 1688408260.1262
MEM 280.480469 1688408260.2268
MEM 280.480469 1688408260.3279
MEM 280.480469 1688408260.4285
MEM 280.480469 1688408260.5291
MEM 280.480469 1688408260.6297
MEM 280.480469 1688408260.7302
MEM 280.480469 1688408260.8308
MEM 280.480469 1688408260.9314
MEM 280.480469 1688408261.0319
MEM 280.480469 1688408261.1325
MEM 280.480469 1688408261.2331
MEM 280.480469 1688408261.3337
MEM 280.480469 1688408261.4343
MEM 280.480469 1688408261.5350
MEM 280.480469 1688408261.6355
MEM 280.480469 1688408261.7360
MEM 280.480469 1688408261.8367
MEM 280.480469 1688408261.9372
MEM 280.480469 1688408262.0378
MEM 280.480469 1688408262.1384
MEM 280.480469 1688408262.2390
MEM 280.480469 1688408262.3396
MEM 280.480469 1688408262.4402
MEM 280.480469 1688408262.5407
MEM 280.480469 1688408262.6413
MEM 280.484375 1688408262.7419
MEM 280.484375 1688408262.8424
MEM 280.484375 1688408262.9430
MEM 280.484375 1688408263.0436
MEM 280.484375 1688408263.1441
MEM 280.484375 1688408263.2448
MEM 280.484375 1688408263.3454
MEM 280.484375 1688408263.4460
MEM 280.484375 1688408263.5465
MEM 280.484375 1688408263.6471
MEM 280.484375 1688408263.7473
MEM 280.484375 1688408263.8479
MEM 280.484375 1688408263.9485
MEM 280.484375 1688408264.0491
MEM 280.484375 1688408264.1498
MEM 280.484375 1688408264.2504
MEM 280.484375 1688408264.3510
MEM 280.484375 1688408264.4516
MEM 280.484375 1688408264.5522
MEM 280.484375 1688408264.6527
MEM 280.484375 1688408264.7533
MEM 280.484375 1688408264.8538
MEM 280.484375 1688408264.9546
MEM 280.484375 1688408265.0552
MEM 280.484375 1688408265.1558
MEM 280.484375 1688408265.2564
MEM 280.484375 1688408265.3568
MEM 280.484375 1688408265.4573
MEM 280.484375 1688408265.5580
MEM 280.484375 1688408265.6586
MEM 280.484375 1688408265.7591
MEM 280.484375 1688408265.8597
MEM 280.484375 1688408265.9604
MEM 280.484375 1688408266.0610
MEM 280.484375 1688408266.1614
MEM 280.484375 1688408266.2619
MEM 280.484375 1688408266.3625
MEM 280.484375 1688408266.4630
MEM 280.484375 1688408266.5636
MEM 280.484375 1688408266.6641
MEM 280.484375 1688408266.7648
MEM 280.484375 1688408266.8654
MEM 280.484375 1688408266.9661
MEM 280.484375 1688408267.0667
MEM 280.484375 1688408267.1673
MEM 280.484375 1688408267.2679
MEM 280.484375 1688408267.3686
MEM 280.484375 1688408267.4691
MEM 280.484375 1688408267.5694
MEM 280.484375 1688408267.6700
MEM 280.484375 1688408267.7705
MEM 280.484375 1688408267.8711
MEM 280.484375 1688408267.9717
MEM 280.484375 1688408268.0722
MEM 280.484375 1688408268.1728
MEM 280.484375 1688408268.2734
MEM 280.484375 1688408268.3740
MEM 280.484375 1688408268.4743
MEM 280.484375 1688408268.5749
MEM 280.484375 1688408268.6755
MEM 280.484375 1688408268.7760
MEM 280.484375 1688408268.8766
MEM 280.484375 1688408268.9773
MEM 280.484375 1688408269.0778
MEM 280.484375 1688408269.1784
MEM 280.484375 1688408269.2790
MEM 280.488281 1688408269.3796
MEM 280.488281 1688408269.4800
MEM 280.488281 1688408269.5806
MEM 280.488281 1688408269.6811
MEM 280.488281 1688408269.7822
MEM 280.488281 1688408269.8829
MEM 280.488281 1688408269.9859
MEM 280.488281 1688408270.0870
MEM 280.488281 1688408270.1876
MEM 280.488281 1688408270.2882
MEM 280.488281 1688408270.3887
MEM 280.488281 1688408270.4893
MEM 280.488281 1688408270.5899
MEM 280.488281 1688408270.6906
MEM 280.488281 1688408270.7912
MEM 280.488281 1688408270.8918
MEM 280.488281 1688408270.9921
MEM 280.488281 1688408271.0926
MEM 280.488281 1688408271.1931
MEM 280.488281 1688408271.2941
MEM 280.488281 1688408271.3947
MEM 280.488281 1688408271.4953
MEM 280.488281 1688408271.5958
MEM 280.488281 1688408271.6964
MEM 280.488281 1688408271.7970
MEM 280.488281 1688408271.8972
MEM 280.488281 1688408271.9975
MEM 280.488281 1688408272.0981
MEM 280.488281 1688408272.1986
MEM 280.488281 1688408272.2992
MEM 280.488281 1688408272.3998
MEM 280.488281 1688408272.5004
MEM 280.488281 1688408272.6009
MEM 280.488281 1688408272.7015
MEM 280.488281 1688408272.8021
MEM 280.488281 1688408272.9026
MEM 280.488281 1688408273.0032
MEM 280.488281 1688408273.1038
MEM 280.488281 1688408273.2044
MEM 280.488281 1688408273.3049
MEM 280.488281 1688408273.4055
MEM 280.488281 1688408273.5062
MEM 280.488281 1688408273.6068
MEM 280.488281 1688408273.7073
MEM 280.488281 1688408273.8080
MEM 280.488281 1688408273.9084
MEM 280.488281 1688408274.0093
MEM 280.488281 1688408274.1098
MEM 280.488281 1688408274.2109
MEM 280.488281 1688408274.3109
MEM 280.488281 1688408274.4115
MEM 280.488281 1688408274.5121
MEM 280.488281 1688408274.6126
MEM 280.488281 1688408274.7132
MEM 280.488281 1688408274.8137
MEM 280.488281 1688408274.9143
MEM 280.488281 1688408275.0148
MEM 280.488281 1688408275.1151
MEM 280.488281 1688408275.2157
MEM 280.488281 1688408275.3163
MEM 280.488281 1688408275.4169
MEM 280.488281 1688408275.5171
MEM 280.488281 1688408275.6177
MEM 280.488281 1688408275.7183
MEM 280.488281 1688408275.8188
MEM 280.488281 1688408275.9194
MEM 280.488281 1688408276.0200
MEM 280.488281 1688408276.1206
MEM 280.488281 1688408276.2211
MEM 280.488281 1688408276.3215
MEM 280.488281 1688408276.4218
MEM 280.488281 1688408276.5224
MEM 281.351562 1688408276.6230
MEM 281.351562 1688408276.7236
MEM 281.351562 1688408276.8242
MEM 281.351562 1688408276.9248
MEM 281.351562 1688408277.0254
MEM 281.351562 1688408277.1259
MEM 281.351562 1688408277.2265
MEM 281.351562 1688408277.3271
MEM 281.351562 1688408277.4277
MEM 281.351562 1688408277.5293
MEM 280.507812 1688408277.6303
MEM 280.507812 1688408277.7309
MEM 280.507812 1688408277.8315
MEM 280.507812 1688408277.9321
MEM 280.507812 1688408278.0327
MEM 280.507812 1688408278.1333
MEM 280.507812 1688408278.2340
MEM 280.507812 1688408278.3346
MEM 280.507812 1688408278.4350
MEM 280.507812 1688408278.5356
MEM 280.507812 1688408278.6360
MEM 280.507812 1688408278.7366
MEM 280.507812 1688408278.8372
MEM 280.507812 1688408278.9378
MEM 280.507812 1688408279.0384
MEM 280.507812 1688408279.1390
MEM 280.507812 1688408279.2392
MEM 280.507812 1688408279.3401
MEM 280.507812 1688408279.4407
MEM 280.507812 1688408279.5415
MEM 280.507812 1688408279.6417
MEM 280.507812 1688408279.7423
MEM 280.507812 1688408279.8438
MEM 280.507812 1688408279.9449
MEM 280.507812 1688408280.0454
MEM 280.507812 1688408280.1459
MEM 280.507812 1688408280.2465
MEM 280.507812 1688408280.3469
MEM 280.507812 1688408280.4474
MEM 280.507812 1688408280.5479
MEM 280.507812 1688408280.6484
MEM 280.507812 1688408280.7489
MEM 280.507812 1688408280.8495
MEM 280.507812 1688408280.9499
MEM 280.507812 1688408281.0504
MEM 280.507812 1688408281.1509
MEM 280.507812 1688408281.2515
MEM 280.507812 1688408281.3519
MEM 280.507812 1688408281.4525
MEM 280.507812 1688408281.5530
MEM 280.507812 1688408281.6536
MEM 280.507812 1688408281.7541
MEM 280.507812 1688408281.8549
MEM 280.507812 1688408281.9555
MEM 280.507812 1688408282.0559
MEM 280.507812 1688408282.1565
MEM 280.507812 1688408282.2570
MEM 280.507812 1688408282.3575
MEM 280.507812 1688408282.4580
MEM 280.507812 1688408282.5586
MEM 280.507812 1688408282.6590
MEM 280.507812 1688408282.7598
MEM 280.507812 1688408282.8604
MEM 280.507812 1688408282.9610
MEM 280.511719 1688408283.0615
MEM 280.511719 1688408283.1619
MEM 280.511719 1688408283.2626
MEM 280.511719 1688408283.3632
MEM 280.511719 1688408283.4637
MEM 280.511719 1688408283.5643
MEM 280.511719 1688408283.6647
MEM 280.511719 1688408283.7652
MEM 280.511719 1688408283.8659
MEM 280.511719 1688408283.9665
MEM 280.511719 1688408284.0671
MEM 280.511719 1688408284.1676
MEM 280.511719 1688408284.2687
MEM 280.511719 1688408284.3693
MEM 280.511719 1688408284.4699
MEM 280.511719 1688408284.5704
MEM 280.511719 1688408284.6709
MEM 280.511719 1688408284.7713
MEM 280.511719 1688408284.8719
MEM 280.511719 1688408284.9726
MEM 280.511719 1688408285.0731
MEM 280.511719 1688408285.1737
MEM 280.511719 1688408285.2743
MEM 280.511719 1688408285.3750
MEM 280.511719 1688408285.4753
MEM 280.511719 1688408285.5756
MEM 280.511719 1688408285.6762
MEM 280.511719 1688408285.7768
MEM 280.511719 1688408285.8773
MEM 280.511719 1688408285.9780
MEM 280.511719 1688408286.0786
MEM 280.511719 1688408286.1792
MEM 280.511719 1688408286.2798
MEM 280.511719 1688408286.3804
MEM 280.511719 1688408286.4810
MEM 280.511719 1688408286.5815
MEM 280.511719 1688408286.6821
MEM 280.511719 1688408286.7826
MEM 280.511719 1688408286.8832
MEM 280.511719 1688408286.9837
MEM 280.511719 1688408287.0843
MEM 280.511719 1688408287.1849
MEM 280.511719 1688408287.2856
MEM 280.511719 1688408287.3862
MEM 280.511719 1688408287.4869
MEM 280.511719 1688408287.5875
MEM 280.511719 1688408287.6881
MEM 280.511719 1688408287.7889
MEM 280.511719 1688408287.8895
MEM 280.511719 1688408287.9902
MEM 280.511719 1688408288.0908
MEM 280.511719 1688408288.1915
MEM 280.511719 1688408288.2921
MEM 280.511719 1688408288.3926
MEM 280.511719 1688408288.4931
MEM 280.511719 1688408288.5934
MEM 280.511719 1688408288.6939
MEM 280.511719 1688408288.7945
MEM 280.511719 1688408288.8951
MEM 280.511719 1688408288.9957
MEM 280.511719 1688408289.0963
MEM 280.515625 1688408289.1969
MEM 280.515625 1688408289.2974
MEM 280.515625 1688408289.3980
MEM 280.515625 1688408289.4985
MEM 280.515625 1688408289.5992
MEM 280.515625 1688408289.6998
MEM 280.515625 1688408289.8006
MEM 280.515625 1688408289.9011
MEM 280.515625 1688408290.0018
MEM 280.515625 1688408290.1021
MEM 280.515625 1688408290.2028
MEM 280.515625 1688408290.3034
MEM 280.515625 1688408290.4040
MEM 280.515625 1688408290.5045
MEM 280.515625 1688408290.6052
MEM 280.515625 1688408290.7058
MEM 280.515625 1688408290.8064
MEM 280.515625 1688408290.9069
MEM 280.515625 1688408291.0075
MEM 280.515625 1688408291.1081
MEM 280.515625 1688408291.2087
MEM 280.515625 1688408291.3092
MEM 280.515625 1688408291.4099
MEM 280.515625 1688408291.5107
MEM 280.515625 1688408291.6113
MEM 280.515625 1688408291.7119
MEM 280.515625 1688408291.8124
MEM 280.515625 1688408291.9130
MEM 280.515625 1688408292.0136
MEM 280.515625 1688408292.1141
MEM 280.515625 1688408292.2147
MEM 280.515625 1688408292.3153
MEM 280.515625 1688408292.4159
MEM 280.515625 1688408292.5162
MEM 280.515625 1688408292.6168
MEM 280.515625 1688408292.7174
MEM 280.515625 1688408292.8181
MEM 280.515625 1688408292.9187
MEM 280.515625 1688408293.0192
MEM 280.515625 1688408293.1198
MEM 280.515625 1688408293.2203
MEM 280.515625 1688408293.3207
MEM 280.515625 1688408293.4212
MEM 280.515625 1688408293.5215
MEM 280.515625 1688408293.6222
MEM 280.515625 1688408293.7227
MEM 280.515625 1688408293.8232
MEM 280.515625 1688408293.9239
MEM 280.515625 1688408294.0245
MEM 280.515625 1688408294.1247
MEM 280.515625 1688408294.2254
MEM 280.515625 1688408294.3260
MEM 280.515625 1688408294.4262
MEM 280.515625 1688408294.5266
MEM 280.515625 1688408294.6271
MEM 280.515625 1688408294.7277
MEM 280.515625 1688408294.8286
MEM 280.515625 1688408294.9292
MEM 280.515625 1688408295.0298
MEM 280.515625 1688408295.1304
MEM 280.519531 1688408295.2311
MEM 280.519531 1688408295.3317
MEM 280.519531 1688408295.4319
MEM 280.519531 1688408295.5325
MEM 280.519531 1688408295.6328
MEM 280.519531 1688408295.7336
MEM 280.519531 1688408295.8342
MEM 280.519531 1688408295.9347
MEM 280.519531 1688408296.0353
MEM 280.519531 1688408296.1359
MEM 280.519531 1688408296.2365
MEM 280.519531 1688408296.3371
MEM 280.519531 1688408296.4376
MEM 280.519531 1688408296.5383
MEM 280.519531 1688408296.6389
MEM 280.519531 1688408296.7395
MEM 280.519531 1688408296.8401
MEM 280.519531 1688408296.9408
MEM 280.519531 1688408297.0414
MEM 280.519531 1688408297.1420
MEM 280.519531 1688408297.2423
MEM 280.519531 1688408297.3428
MEM 280.519531 1688408297.4435
MEM 280.519531 1688408297.5441
MEM 280.519531 1688408297.6447
MEM 280.519531 1688408297.7454
MEM 280.519531 1688408297.8457
MEM 280.519531 1688408297.9464
MEM 280.519531 1688408298.0469
MEM 280.519531 1688408298.1474
MEM 280.519531 1688408298.2528
MEM 280.519531 1688408298.3539
MEM 280.519531 1688408298.4544
MEM 280.519531 1688408298.5550
MEM 280.519531 1688408298.6556
MEM 280.519531 1688408298.7562
MEM 280.519531 1688408298.8569
MEM 280.519531 1688408298.9574
MEM 280.519531 1688408299.0581
MEM 280.519531 1688408299.1587
MEM 280.519531 1688408299.2593
MEM 280.519531 1688408299.3598
MEM 280.519531 1688408299.4604
MEM 280.519531 1688408299.5611
MEM 280.519531 1688408299.6617
MEM 280.519531 1688408299.7624
MEM 280.519531 1688408299.8630
MEM 280.519531 1688408299.9636
MEM 280.519531 1688408300.0642
MEM 280.519531 1688408300.1647
MEM 280.519531 1688408300.2653
MEM 280.519531 1688408300.3659
MEM 280.519531 1688408300.4665
MEM 280.519531 1688408300.5670
MEM 280.519531 1688408300.6676
MEM 280.519531 1688408300.7682
MEM 280.519531 1688408300.8688
MEM 280.519531 1688408300.9694
MEM 280.519531 1688408301.0699
MEM 280.519531 1688408301.1705
MEM 280.519531 1688408301.2711
MEM 280.519531 1688408301.3716
MEM 280.519531 1688408301.4723
MEM 280.519531 1688408301.5794
MEM 280.519531 1688408301.6815
MEM 280.519531 1688408301.7821
MEM 280.519531 1688408301.8826
MEM 280.523438 1688408301.9832
MEM 280.523438 1688408302.0837
MEM 280.523438 1688408302.1843
MEM 280.523438 1688408302.2849
MEM 280.523438 1688408302.3855
MEM 280.523438 1688408302.4860
MEM 280.523438 1688408302.5866
MEM 280.523438 1688408302.6872
MEM 280.523438 1688408302.7878
MEM 280.523438 1688408302.8884
MEM 280.523438 1688408302.9891
MEM 280.523438 1688408303.0896
MEM 280.523438 1688408303.1907
MEM 280.523438 1688408303.2917
MEM 280.523438 1688408303.3923
MEM 280.523438 1688408303.4928
MEM 280.523438 1688408303.5934
MEM 280.523438 1688408303.6939
MEM 280.523438 1688408303.7944
MEM 280.523438 1688408303.8950
MEM 280.523438 1688408303.9955
MEM 280.523438 1688408304.0961
